ID	DOCULECT	CONCEPT	TOKENS
518	idssegmented-bulgarian	healthy	z d r a v
519	idssegmented-bulgarian	healthy	z d r a v e
520	idssegmented-bulgarian	sick	b o l e n
521	idssegmented-bulgarian	sick	b o l e s t
522	idssegmented-bulgarian	fever	t e m p e r a t u r a
523	idssegmented-bulgarian	fever	t r e s k a
524	idssegmented-bulgarian	goiter	g u ʃ a
525	idssegmented-bulgarian	commoncolddisease	p r o s t u d a
526	idssegmented-bulgarian	commoncolddisease	x r e m a
527	idssegmented-bulgarian	commoncolddisease	n a s t i n k a
528	idssegmented-bulgarian	wound	r a n a
529	idssegmented-bulgarian	wound	j a z v a
530	idssegmented-bulgarian	bruise	n a t ə́ r t v a n e
531	idssegmented-bulgarian	bruise	n a t ə́ r t e n o + m j a s t o
532	idssegmented-bulgarian	bruise	k o n t u z i j a
533	idssegmented-bulgarian	swelling	p o d u t i n a
534	idssegmented-bulgarian	itch	s ə r b e ʒ
535	idssegmented-bulgarian	blister	p r i ʃ k a
536	idssegmented-bulgarian	blister	m e x u r
537	idssegmented-bulgarian	boilofskin	c i r e j
538	idssegmented-bulgarian	pus	g n o j
539	idssegmented-bulgarian	scar	b e l e g
540	idssegmented-bulgarian	cure	l e k u v a m
541	idssegmented-bulgarian	cure	i z l e k u v a m
542	idssegmented-bulgarian	physician	l e k a r
543	idssegmented-bulgarian	physician	d o k t o r
544	idssegmented-bulgarian	medicine	l e k a r s t v o
545	idssegmented-bulgarian	medicine	l e k
546	idssegmented-bulgarian	poison	o t r o v a
547	idssegmented-bulgarian	tired	u m o r e n
548	idssegmented-bulgarian	tired	i z m o r e n
549	idssegmented-bulgarian	rest	p o tʃ i v a m
550	idssegmented-bulgarian	rest	p o tʃ i n a
551	idssegmented-bulgarian	rest	o t p o tʃ i v a m + s i
552	idssegmented-bulgarian	rest	o t p o tʃ i n a
553	idssegmented-bulgarian	lazy	m ə r z e l i v
554	idssegmented-bulgarian	bald	p l e ʃ i v
555	idssegmented-bulgarian	lame	k u tʃ
556	idssegmented-bulgarian	lame	x r o m
557	idssegmented-bulgarian	lame	o k u tʃ j a l
558	idssegmented-bulgarian	lame	s a k a t
559	idssegmented-bulgarian	lame	o s a k a t j a l
560	idssegmented-bulgarian	deaf	g l u x
561	idssegmented-bulgarian	mute	n j a m
562	idssegmented-bulgarian	blind	s l j a p
563	idssegmented-bulgarian	drunk	o p i j a n e n
564	idssegmented-bulgarian	drunk	p i j a n
565	idssegmented-bulgarian	naked	g o l
566	idssegmented-bulgarian	eat	j a m
567	idssegmented-bulgarian	eat	x r a n j a + s e
568	idssegmented-bulgarian	food	x r a n a
569	idssegmented-bulgarian	cooked	s g o t v e n
570	idssegmented-bulgarian	raw	s u r o v
571	idssegmented-bulgarian	ripe	z r j a l
572	idssegmented-bulgarian	unripe	z e l e n
573	idssegmented-bulgarian	unripe	n e u z r j a l
574	idssegmented-bulgarian	rotten	g n i l
575	idssegmented-bulgarian	drink	p i j a
576	idssegmented-bulgarian	hunger	g l a d
577	idssegmented-bulgarian	famine	g l a d
578	idssegmented-bulgarian	thirst	ʒ a ʒ d a
579	idssegmented-bulgarian	suck	s u tʃ a
580	idssegmented-bulgarian	suck	s m u tʃ a
581	idssegmented-bulgarian	suck	s m u k v a m
582	idssegmented-bulgarian	suck	s m u k n a
583	idssegmented-bulgarian	chew	d ə́ v tʃ a
584	idssegmented-bulgarian	chew	s d ə́ v k v a m
585	idssegmented-bulgarian	chew	s d ə́ v tʃ a
586	idssegmented-bulgarian	swallow	g ə́ l t a m
587	idssegmented-bulgarian	swallow	g l ə́ t v a m
588	idssegmented-bulgarian	swallow	g l ə́ t n a
589	idssegmented-bulgarian	choke	d u ʃ a
590	idssegmented-bulgarian	choke	z a d u ʃ a v a m
591	idssegmented-bulgarian	choke	z a d u ʃ a
592	idssegmented-bulgarian	choke	z a d a v j a m
593	idssegmented-bulgarian	choke	z a d a v j a
594	idssegmented-bulgarian	choke	d a v j a
595	idssegmented-bulgarian	cooksomething	g o t v j a
596	idssegmented-bulgarian	cooksomething	s g o t v j a m
597	idssegmented-bulgarian	cooksomething	s g o t v j a
598	idssegmented-bulgarian	boilofliquid	v a r j a
599	idssegmented-bulgarian	boilofliquid	s v a r j a v a m
600	idssegmented-bulgarian	boilofliquid	s v a r j a
601	idssegmented-bulgarian	roastorfry	p e k a
602	idssegmented-bulgarian	roastorfry	i z p i tʃ a m
603	idssegmented-bulgarian	roastorfry	i z p e k a
604	idssegmented-bulgarian	roastorfry	p ə́ r ʒ a
605	idssegmented-bulgarian	bake	p e k a
606	idssegmented-bulgarian	oven	f u r n a
607	idssegmented-bulgarian	cookingpot	t e n d ʒ e r a
608	idssegmented-bulgarian	kettle	b a k ə́ r
609	idssegmented-bulgarian	kettle	k o t e l
610	idssegmented-bulgarian	kettle	tʃ a j n i k
611	idssegmented-bulgarian	pan	t i g a n
612	idssegmented-bulgarian	pan	t a v a
613	idssegmented-bulgarian	pan	t a v i tʃ k a
614	idssegmented-bulgarian	pan	g j u v e tʃ
615	idssegmented-bulgarian	dish	p a n i c a
616	idssegmented-bulgarian	dish	tʃ i n i j a
617	idssegmented-bulgarian	plate	tʃ i n i j a
618	idssegmented-bulgarian	plate	p l i t k a + tʃ i n i j a
619	idssegmented-bulgarian	plate	b l j u d o
620	idssegmented-bulgarian	bowl	k u p a
621	idssegmented-bulgarian	bowl	p a n i c a
622	idssegmented-bulgarian	jug	k a n a
623	idssegmented-bulgarian	jug	s t o m n a
624	idssegmented-bulgarian	cup	tʃ a ʃ a
625	idssegmented-bulgarian	cup	tʃ a ʃ k a
626	idssegmented-bulgarian	saucer	tʃ i n i j k a
627	idssegmented-bulgarian	saucer	p o d l o ʒ k a
628	idssegmented-bulgarian	spoon	l ə ʒ i tʃ a
629	idssegmented-bulgarian	knifeforeating	n o ʒ
630	idssegmented-bulgarian	fork	v i l i c a
631	idssegmented-bulgarian	tongs	m a ʃ a
632	idssegmented-bulgarian	tongs	ʃ t i p c i
633	idssegmented-bulgarian	meal	j a d e n e
634	idssegmented-bulgarian	breakfast	z a k u s k a
635	idssegmented-bulgarian	lunch	o b e d
636	idssegmented-bulgarian	lunch	o b j a d
637	idssegmented-bulgarian	dinnersupper	o b e d
638	idssegmented-bulgarian	dinnersupper	v e tʃ e r j a
639	idssegmented-bulgarian	peel	o b e l v a m
640	idssegmented-bulgarian	peel	o b e l j a
641	idssegmented-bulgarian	peel	b e l j a
642	idssegmented-bulgarian	sieveorstrain	p r e s j a v a m
643	idssegmented-bulgarian	sieveorstrain	p r e s e j a
644	idssegmented-bulgarian	sieveorstrain	c e d j a
645	idssegmented-bulgarian	scrape	s t ə́ r ʒ a
646	idssegmented-bulgarian	scrape	o s t ə́ r g v a m
647	idssegmented-bulgarian	scrape	o s t ə́ r ʒ a
648	idssegmented-bulgarian	mix	b ə́ r k a m
649	idssegmented-bulgarian	mix	s m e s v a m
650	idssegmented-bulgarian	mix	s m e s j a
651	idssegmented-bulgarian	bread	x l j a b
652	idssegmented-bulgarian	dough	t e s t o
653	idssegmented-bulgarian	knead	m e s j a
654	idssegmented-bulgarian	knead	z a m e s v a m
655	idssegmented-bulgarian	knead	z a m e s j a m
656	idssegmented-bulgarian	knead	z a m e s j a
657	idssegmented-bulgarian	knead	m a tʃ k a m
658	idssegmented-bulgarian	flour	b r a ʃ n o
659	idssegmented-bulgarian	grind	s m a tʃ k v a m
660	idssegmented-bulgarian	grind	s m a tʃ k a m
661	idssegmented-bulgarian	grind	m e l j a
662	idssegmented-bulgarian	mill	m e l n i c a
663	idssegmented-bulgarian	mill	v o d e n i c a
664	idssegmented-bulgarian	mortar	x a v a n
665	idssegmented-bulgarian	pestle	tʃ u k a l o
666	idssegmented-bulgarian	meat	m e s o
667	idssegmented-bulgarian	sausage	n a d e n i c a
668	idssegmented-bulgarian	sausage	s u d ʒ u k
669	idssegmented-bulgarian	sausage	l u k a n k a
670	idssegmented-bulgarian	sausage	s a l a m
671	idssegmented-bulgarian	soup	s u p a
672	idssegmented-bulgarian	soup	b u l j o n
673	idssegmented-bulgarian	vegetables	z e l e n tʃ u k
674	idssegmented-bulgarian	vegetables	z e l e n tʃ u c i
675	idssegmented-bulgarian	bean	b o b
676	idssegmented-bulgarian	bean	f a s u l
677	idssegmented-bulgarian	potato	k a r t o f
678	idssegmented-bulgarian	fruit	p l o d
679	idssegmented-bulgarian	bunch	k i t k a
680	idssegmented-bulgarian	bunch	v r ə́ z k a
681	idssegmented-bulgarian	bunch	tʃ e p k a
682	idssegmented-bulgarian	bunch	g r o z d
683	idssegmented-bulgarian	fig	s m o k i n j a
684	idssegmented-bulgarian	grape	g r o z d e
685	idssegmented-bulgarian	nut	o r e x
686	idssegmented-bulgarian	olive	m a s l i n a
687	idssegmented-bulgarian	oilorganicsubstance	m a s l o
688	idssegmented-bulgarian	oilorganicsubstance	o l i o
689	idssegmented-bulgarian	oilorganicsubstance	o l i v i j a
690	idssegmented-bulgarian	fatorganicsubstance	m a s
691	idssegmented-bulgarian	fatorganicsubstance	m a z n i n a
692	idssegmented-bulgarian	salt	s o l
693	idssegmented-bulgarian	pepper	p i p e r
694	idssegmented-bulgarian	pepper	tʃ e r + p i p e r
695	idssegmented-bulgarian	pepper	tʃ u ʃ k a
696	idssegmented-bulgarian	pepper	p i p e r k a
697	idssegmented-bulgarian	chilipepper	l j u t a + tʃ u ʃ k a
698	idssegmented-bulgarian	chilipepper	l j u t a + p i p e r k a
699	idssegmented-bulgarian	chilipepper	l j u t + tʃ e r v e n + p i p e r
700	idssegmented-bulgarian	honey	m e d
701	idssegmented-bulgarian	sugar	z a x a r
702	idssegmented-bulgarian	milk	m l j a k o
703	idssegmented-bulgarian	drawmilk	d o j a
704	idssegmented-bulgarian	cheese	s i r e n e
705	idssegmented-bulgarian	cheese	k a ʃ k a v a l
706	idssegmented-bulgarian	butter	m a s l o
707	idssegmented-bulgarian	beverage	p i t i e
708	idssegmented-bulgarian	beverage	n a p i t k a
709	idssegmented-bulgarian	mead	m e d o v i n a
710	idssegmented-bulgarian	wine	v i n o
711	idssegmented-bulgarian	beer	b i r a
712	idssegmented-bulgarian	alcoholfermenteddrink	b o z a
713	idssegmented-bulgarian	alcoholfermenteddrink	f e r m e n t i r a l a + n a p i t k a
714	idssegmented-bulgarian	egg	j a j c e
715	idssegmented-bulgarian	yolk	ʒ ə l t ə́ k
716	idssegmented-bulgarian	puton	o b l i tʃ a m
717	idssegmented-bulgarian	puton	o b l e k a
718	idssegmented-bulgarian	clothes	o b l e k l o
719	idssegmented-bulgarian	clothes	d r e x i
720	idssegmented-bulgarian	tailor	ʃ i v a tʃ
721	idssegmented-bulgarian	tailor	k r o j a tʃ
722	idssegmented-bulgarian	cloth	p l a t
723	idssegmented-bulgarian	cloth	p l a t n o
724	idssegmented-bulgarian	cloth	t ə́ k a n
725	idssegmented-bulgarian	cloth	s u k n o
726	idssegmented-bulgarian	cloth	k ə́ r p a
727	idssegmented-bulgarian	wool	v ə́ l n a
728	idssegmented-bulgarian	flaxorlinen	l e n
729	idssegmented-bulgarian	cotton	p a m u k
730	idssegmented-bulgarian	silk	k o p r i n a
731	idssegmented-bulgarian	felt	f i l c
732	idssegmented-bulgarian	felt	f j o t ə r
733	idssegmented-bulgarian	felt	p l ə́ s t
734	idssegmented-bulgarian	felt	k e tʃ e
735	idssegmented-bulgarian	fur	k o ʒ a
736	idssegmented-bulgarian	leather	o b r a b o t e n a + k o ʒ a
737	idssegmented-bulgarian	spin	p r e d a
738	idssegmented-bulgarian	spin	i z p r i d a m
739	idssegmented-bulgarian	spin	i z p r e d a
740	idssegmented-bulgarian	spindle	v r e t e n o
741	idssegmented-bulgarian	weave	t ə k a
742	idssegmented-bulgarian	loom	s t a n
743	idssegmented-bulgarian	sew	ʃ i j a
744	idssegmented-bulgarian	needleforsewing	i g l a
745	idssegmented-bulgarian	awl	ʃ i l o
746	idssegmented-bulgarian	thread	k o n e c
747	idssegmented-bulgarian	dye	b o j a d i s v a m
748	idssegmented-bulgarian	dye	b o j a
749	idssegmented-bulgarian	cloak	p l a ʃ t
750	idssegmented-bulgarian	cloak	m a n t i j a
751	idssegmented-bulgarian	cloak	p e l e r i n a
752	idssegmented-bulgarian	cloak	n a m e t k a
753	idssegmented-bulgarian	cloak	n a m e t a l o
754	idssegmented-bulgarian	poncho	p o n tʃ o
755	idssegmented-bulgarian	poncho	n a m e t a l o
756	idssegmented-bulgarian	dress	r o k l j a
757	idssegmented-bulgarian	coat	p a l t o
758	idssegmented-bulgarian	shirt	r i z a
759	idssegmented-bulgarian	collar	j a k a
760	idssegmented-bulgarian	collar	j a k i tʃ k a
761	idssegmented-bulgarian	skirt	p o l a
762	idssegmented-bulgarian	trousers	p a n t a l o n i
763	idssegmented-bulgarian	stocking	tʃ o r a p
764	idssegmented-bulgarian	shoe	o b u v k a
765	idssegmented-bulgarian	boot	b o t u ʃ
766	idssegmented-bulgarian	shoemaker	o b u ʃ t a r
767	idssegmented-bulgarian	shoemaker	k ə r p a tʃ
768	idssegmented-bulgarian	shoemaker	k ə́ r p j a
769	idssegmented-bulgarian	headgear	ʃ a p k a
770	idssegmented-bulgarian	headgear	k a s k e t
771	idssegmented-bulgarian	headgear	k e p e
772	idssegmented-bulgarian	belt	k o l a n
773	idssegmented-bulgarian	belt	p o j a s
774	idssegmented-bulgarian	glove	r ə k a v i c a
775	idssegmented-bulgarian	veil	v o a l
776	idssegmented-bulgarian	veil	b u l o
777	idssegmented-bulgarian	pocket	d ʒ o b
778	idssegmented-bulgarian	button	k o p tʃ e
779	idssegmented-bulgarian	pin	t o p l i j k a
780	idssegmented-bulgarian	pin	k a r f i c a
781	idssegmented-bulgarian	ornament	u k r a ʃ e n i e
782	idssegmented-bulgarian	ornament	o r n a m e n t
783	idssegmented-bulgarian	jewel	s k ə p o c e nː o s t
784	idssegmented-bulgarian	jewel	b i ʒ u
785	idssegmented-bulgarian	ring	p r ə́ s t e n
786	idssegmented-bulgarian	bracelet	g r i v n a
787	idssegmented-bulgarian	necklace	g e r d a n
788	idssegmented-bulgarian	necklace	k o l i e
789	idssegmented-bulgarian	necklace	o g ə r l i c a
790	idssegmented-bulgarian	bead	m ə n i s t o
791	idssegmented-bulgarian	earring	o b i c a
792	idssegmented-bulgarian	headbandorheaddress	p a n d e l k a + z a + g l a v a
793	idssegmented-bulgarian	headbandorheaddress	k o r d e l a
794	idssegmented-bulgarian	headbandorheaddress	n a k i t
795	idssegmented-bulgarian	headbandorheaddress	u k r a ʃ e n i e + z a + g l a v a
796	idssegmented-bulgarian	headbandorheaddress	l e n t a
797	idssegmented-bulgarian	tattoo	t a t u i r o v k a
798	idssegmented-bulgarian	rag	k ə́ r p a
799	idssegmented-bulgarian	rag	p a r c a l
800	idssegmented-bulgarian	towel	k ə́ r p a
801	idssegmented-bulgarian	comb	g r e b e n
802	idssegmented-bulgarian	brush	tʃ e t k a
803	idssegmented-bulgarian	braid	z a p l i t a m
804	idssegmented-bulgarian	braid	z a p l e t a
805	idssegmented-bulgarian	braid	p l e t a
806	idssegmented-bulgarian	braid	p l i t k a
807	idssegmented-bulgarian	razor	b r ə s n a tʃ
808	idssegmented-bulgarian	ointment	m e x l e m
809	idssegmented-bulgarian	ointment	m a z i l o
810	idssegmented-bulgarian	ointment	k r e m
811	idssegmented-bulgarian	soap	s a p u n
812	idssegmented-bulgarian	mirror	o g l e d a l o
813	idssegmented-bulgarian	dwelllivereside	ʒ i v e j a
814	idssegmented-bulgarian	dwelllivereside	o b i t a v a m
815	idssegmented-bulgarian	house	k ə́ ʃ t a
816	idssegmented-bulgarian	house	d o m
817	idssegmented-bulgarian	hut	k o l i b a
818	idssegmented-bulgarian	hut	x i ʒ a
819	idssegmented-bulgarian	gardenhouse	o r a n ʒ e r i j a
820	idssegmented-bulgarian	gardenhouse	p a r n i k
821	idssegmented-bulgarian	tent	p a l a t k a
822	idssegmented-bulgarian	yard	d v o r
823	idssegmented-bulgarian	cookhouse	l j a t n a + k u x n j a
824	idssegmented-bulgarian	room	s t a j a
825	idssegmented-bulgarian	door	v r a t a
826	idssegmented-bulgarian	door	p o r t a
827	idssegmented-bulgarian	door	v r a t n j a
828	idssegmented-bulgarian	door	v r a t n i k
829	idssegmented-bulgarian	doorpost	o k a tʃ a l n i k
830	idssegmented-bulgarian	doorpost	s t r a n a + n a + k a s a + n a + v r a t a
831	idssegmented-bulgarian	lock	b r a v a
832	idssegmented-bulgarian	lock	k l j u tʃ a l k a
833	idssegmented-bulgarian	lock	k o f a r
834	idssegmented-bulgarian	latch	r e z e
835	idssegmented-bulgarian	key	k l j u tʃ
836	idssegmented-bulgarian	window	p r o z o r e c
837	idssegmented-bulgarian	floor	p o d
838	idssegmented-bulgarian	wallofhouse	s t e n a
839	idssegmented-bulgarian	fireplace	k a m i n a
840	idssegmented-bulgarian	fireplace	o g n i ʃ t e
841	idssegmented-bulgarian	stove	p e tʃ k a
842	idssegmented-bulgarian	chimney	k o m i n
843	idssegmented-bulgarian	ladder	s t ə́ l b a
844	idssegmented-bulgarian	bed	l e g l o
845	idssegmented-bulgarian	pillow	v ə z g l a v n i tʃ a
846	idssegmented-bulgarian	blanket	o d e j a l o
847	idssegmented-bulgarian	chair	s t o l
848	idssegmented-bulgarian	table	m a s a
849	idssegmented-bulgarian	torchorlamp	l a m p a
850	idssegmented-bulgarian	torchorlamp	f a k e l
851	idssegmented-bulgarian	candle	s v e ʃ t
852	idssegmented-bulgarian	shelf	r a f t
853	idssegmented-bulgarian	shelf	p o l i tʃ a
854	idssegmented-bulgarian	shelf	l a v i tʃ a
855	idssegmented-bulgarian	trough	k o r i t o
856	idssegmented-bulgarian	trough	x r a n i l k a
857	idssegmented-bulgarian	roof	p o k r i v
858	idssegmented-bulgarian	thatch	s l a m a
859	idssegmented-bulgarian	thatch	t r ə s t i k a + z a + p o k r i v
860	idssegmented-bulgarian	rafter	m e r t e k
861	idssegmented-bulgarian	beam	g r e d a
862	idssegmented-bulgarian	post	s t ə́ l b
863	idssegmented-bulgarian	post	p r ə́ t
864	idssegmented-bulgarian	board	d ə s k a
865	idssegmented-bulgarian	arch	a r k a
866	idssegmented-bulgarian	arch	s v o d
867	idssegmented-bulgarian	mason	z i d a r
868	idssegmented-bulgarian	mason	d j u l g e r
869	idssegmented-bulgarian	mason	k a m e n o d e l e tʃ
870	idssegmented-bulgarian	brick	t u x l a
871	idssegmented-bulgarian	mortarbinder	x o r o s a n
872	idssegmented-bulgarian	adobe	k i r p i tʃ
873	idssegmented-bulgarian	farmer	z e m e d e l e c
874	idssegmented-bulgarian	farmer	z e m e d e l s k i + s t o p a n i n
875	idssegmented-bulgarian	farmer	f e r m e r
876	idssegmented-bulgarian	field	n i v a
877	idssegmented-bulgarian	garden	g r a d i n a
878	idssegmented-bulgarian	cultivate	o b r a b o t v a m
879	idssegmented-bulgarian	cultivate	o b r a b o t j a
880	idssegmented-bulgarian	cultivate	k u l t i v i r a m
881	idssegmented-bulgarian	cultivate	o r a
882	idssegmented-bulgarian	fence	o g r a d a
883	idssegmented-bulgarian	ditch	r o v
884	idssegmented-bulgarian	ditch	i z k o p
885	idssegmented-bulgarian	ditch	k a n a v k a
886	idssegmented-bulgarian	plough	i z o r a v a m
887	idssegmented-bulgarian	plough	i z o r a
888	idssegmented-bulgarian	plough	o r a
889	idssegmented-bulgarian	plough	p l u g
890	idssegmented-bulgarian	plough	r a l o
891	idssegmented-bulgarian	furrow	b r a z d a
892	idssegmented-bulgarian	dig	k o p a j a
893	idssegmented-bulgarian	spade	l i z g a r
894	idssegmented-bulgarian	spade	b e l
895	idssegmented-bulgarian	spade	l o p a t a
896	idssegmented-bulgarian	shovel	l o p a t a
897	idssegmented-bulgarian	hoe	m o t i k a
898	idssegmented-bulgarian	pitchfork	v i l a
899	idssegmented-bulgarian	rake	g r e b l o
900	idssegmented-bulgarian	rake	t ə r m ə́ k
901	idssegmented-bulgarian	sowseeds	s e j a
902	idssegmented-bulgarian	seed	s e m e
903	idssegmented-bulgarian	seed	z ə r n o
904	idssegmented-bulgarian	mow	k o s j a
905	idssegmented-bulgarian	mow	ʒ ə́ n a
906	idssegmented-bulgarian	sickleorscythe	s ə́ r p
907	idssegmented-bulgarian	sickleorscythe	k o s a
908	idssegmented-bulgarian	thresh	v ə r ʃ e j a
909	idssegmented-bulgarian	thresh	v ə r ʃ a
910	idssegmented-bulgarian	threshingfloor	g u m n o
911	idssegmented-bulgarian	threshingfloor	x a r m a n
912	idssegmented-bulgarian	harvest	r e k o l t a
913	idssegmented-bulgarian	grain	z ə r n o
914	idssegmented-bulgarian	wheat	p ʃ e n i c a
915	idssegmented-bulgarian	wheat	ʒ i t o
916	idssegmented-bulgarian	barley	e tʃ e m i k
917	idssegmented-bulgarian	barley	e tʃ m i k
918	idssegmented-bulgarian	rye	r ə́ ʒ
919	idssegmented-bulgarian	oat	o v e s
920	idssegmented-bulgarian	maize	c a r e v i c a
921	idssegmented-bulgarian	rice	o r i z
922	idssegmented-bulgarian	grass	t r e v a
923	idssegmented-bulgarian	hay	s e n o
924	idssegmented-bulgarian	plantvegetation	r a s t e n i e
925	idssegmented-bulgarian	plantsomething	s a d j a
926	idssegmented-bulgarian	root	k o r e n
927	idssegmented-bulgarian	branchortwig	k l o n
928	idssegmented-bulgarian	leaf	l i s t
929	idssegmented-bulgarian	leaf	l i s t o
930	idssegmented-bulgarian	flower	tʃ v e t e
931	idssegmented-bulgarian	oak	d ə́ b
932	idssegmented-bulgarian	beech	b u k
933	idssegmented-bulgarian	beech	b u k a
934	idssegmented-bulgarian	birch	b r e z a
935	idssegmented-bulgarian	pine	b o r
936	idssegmented-bulgarian	fir	e l a
937	idssegmented-bulgarian	acorn	ʒ e l ə d
938	idssegmented-bulgarian	grapevine	l o z a
939	idssegmented-bulgarian	tobacco	t j u t j u n
